,,,State,Turnout Rates,,,Numerators,,Denominators,,VEP Components (Modifications to VAP to Calculate VEP),,,,,
Year,ICPSR State Code,Alphanumeric State Code,,VEP Total Ballots Counted,VEP Highest Office,VAP Highest Office,Total Ballots Counted,Highest Office,Voting-Eligible Population (VEP),Voting-Age Population (VAP),% Non-citizen,Prison,Probation,Parole,Total Ineligible Felon,Overseas Eligible
1996,1,7,Connecticut,0.6040,0.5960,0.5510,1410746,1392614,2337160,2528212,0.0580,15007,55978,1083,44079,
1996,11,8,Delaware,0.5250,0.5120,0.4840,277418,270810,528630,559598,0.0300,5110,16528,591,13965,
1996,55,9,District of Columbia,0.4740,0.4660,0.4130,189210,185726,398839,450182,0.0930,9376,0,0,9376,
1996,43,10,Florida,0.5330,0.5190,0.4610,5444245,5300927,10219294,11509122,0.0950,63763,237117,9243,191565,
1996,44,11,Georgia,0.4580,0.4440,0.4140,2374650,2298899,5181708,5555577,0.0440,35139,143457,21146,128014,
1996,82,12,Hawaii,0.4510,0.4390,0.4020,370230,360120,820055,895753,0.0800,4011,0,0,4011,
1996,63,13,Idaho,0.6160,0.5930,0.5720,508030,489481,825329,856420,0.0320,3832,0,0,3832,
1996,21,14,Illinois,0.5380,0.5250,0.4830,4418270,4311391,8215662,8927254,0.0750,38852,0,0,38852,
1996,22,15,Indiana,0.5100,0.4960,0.4860,2195224,2135431,4302745,4397367,0.0180,16960,0,0,16960,
1996,31,16,Iowa,0.5970,0.5880,0.5730,1251983,1234075,2098332,2154320,0.0180,6342,15386,2200,16235,
1996,32,17,Kansas,0.5780,0.5730,0.5530,1073520,1063452,1856507,1922601,0.0300,7756,0,0,7756,
1996,51,18,Kentucky,0.4930,0.4820,0.4730,1419592,1388707,2880808,2938362,0.0120,12910,11689,4621,23376,
1996,45,19,Louisiana,0.5840,0.5780,0.5640,1804640,1783959,3087693,3163302,0.0150,26776,0,0,26776,
1996,2,20,Maine,,0.6520,0.6420,,605897,929970,944106,0.0150,0,0,0,0,
1996,52,21,Maryland,0.5080,0.5040,0.4670,1793991,1780870,3530148,3817454,0.0560,22050,70553,16246,73573,
1996,3,22,Massachusetts,0.5930,0.5840,0.5420,2600278,2559180,4385268,4723380,0.0720,0,0,0,0,
1996,23,23,Michigan,0.5630,0.5530,0.5340,3912261,3848844,6954059,7201527,0.0280,42349,0,0,42349,
1996,33,24,Minnesota,0.6660,0.6610,0.6310,2211161,2192640,3319509,3473117,0.0290,5158,90202,2377,52636,
1996,46,25,Mississippi,,0.4590,0.4500,,893857,1949309,1986327,0.0080,13859,10376,1326,20373,
1996,34,26,Missouri,,0.5510,0.5350,,2158065,3919885,4035666,0.0150,22003,42386,13087,56283,
1996,64,27,Montana,0.6470,0.6310,0.6230,417232,407083,645052,652991,0.0090,2293,0,0,2293,
1996,35,28,Nebraska,0.5780,0.5700,0.5510,686749,677415,1188034,1230047,0.0250,3287,14363,688,11157,
1996,65,29,Nevada,0.4120,0.4090,0.3650,467657,464279,1134065,1271617,0.0950,8439,9760,3216,16535,
1996,4,30,New Hampshire,0.6010,0.5830,0.5680,513700,499053,855287,878569,0.0240,2062,0,0,2062,
1996,12,31,New Jersey,0.5690,0.5640,0.5000,3105110,3075860,5456334,6152216,0.0960,27490,125881,14545,104976,
1996,66,32,New Mexico,0.4950,0.4740,0.4450,579763,556074,1172262,1249597,0.0530,4724,8903,1426,10602,
1996,13,33,New York,0.5290,0.5190,0.4530,6439129,6316129,12175850,13942462,0.1180,69709,0,57137,126846,
1996,47,34,North Carolina,,0.4630,0.4400,,2515807,5435970,5717844,0.0330,30647,102483,12358,94247,
1996,36,35,North Dakota,0.5710,0.5600,0.5530,271850,266411,475898,481497,0.0100,722,0,0,722,
1996,24,36,Ohio,0.5670,0.5540,0.5420,4638108,4534434,8185999,8366250,0.0150,46174,0,6331,52505,
1996,53,37,Oklahoma,0.5140,0.5100,0.4900,1218248,1206713,2368311,2461718,0.0230,19593,28090,2159,35797,
1996,72,38,Oregon,0.6060,0.5970,0.5630,1399180,1377760,2309051,2445442,0.0520,8661,0,0,8661,
1996,14,39,Pennsylvania,,0.4970,0.4850,,4506118,9063470,9283893,0.0200,34537,0,0,34537,
1996,5,40,Rhode Island,,0.5440,0.4990,,390247,717041,781307,0.0640,3271,20446,573,14067,
1996,48,41,South Carolina,0.4410,0.4220,0.4080,1203486,1151422,2731064,2825088,0.0170,20446,42417,5036,46691,
1996,37,42,South Dakota,0.6220,0.6110,0.6030,329316,323826,529793,537038,0.0100,2063,0,0,2063,
1996,54,43,Tennessee,,0.4750,0.4630,,1894105,3984092,4094014,0.0160,15626,37002,8934,43061,
1996,49,44,Texas,,0.4650,0.4040,,5611644,12072149,13887542,0.0980,132383,429329,112594,459642,
1996,67,45,Utah,0.5210,0.5020,0.4770,691016,665629,1326919,1394017,0.0480,0,0,0,0,
1996,6,46,Vermont,0.6000,0.5930,0.5820,261469,258449,435687,443874,0.0180,0,0,0,0,
1996,40,47,Virginia,0.5130,0.5020,0.4730,2468229,2416642,4811632,5106297,0.0470,27655,29620,9918,52383,
1996,73,48,Washington,0.5990,0.5890,0.5430,2293895,2253867,3829308,4147127,0.0580,12527,125780,560,75977,
1996,56,49,West Virginia,0.4710,0.4590,0.4550,653331,636459,1386621,1400343,0.0050,2749,5669,869,6453,
1996,25,50,Wisconsin,,0.5840,0.5650,,2196169,3763240,3886906,0.0200,12991,47292,8222,44859,
1996,68,51,Wyoming,0.6250,0.6130,0.5990,215844,211571,345112,353354,0.0130,1499,3432,364,3579,
1994,0,0,United States,0.0000,0.4110,0.3850,,75105860,182623348,195258350,0.0640,1037855,1778797,513686,2440940,2228514
1994,41,1,Alabama,,0.3880,0.3790,,1201969,3095745,3170782,0.0100,19573,32284,7235,42950,
1994,81,2,Alaska,0.5420,0.5340,0.5120,216668,213404,399435,417053,0.0300,3292,2899,412,5154,
1994,61,3,Arizona,0.3990,0.3910,0.3560,1153724,1129607,2892171,3169857,0.0750,19746,34365,4351,41280,
1994,42,4,Arkansas,,0.3980,0.3880,,716840,1801161,1849361,0.0130,8643,19606,5224,23670,
1994,71,5,California,0.4820,0.4690,0.3810,8900593,8658881,18479124,22721586,0.1770,125605,0,85082,210687,
1994,62,6,Colorado,0.4430,0.4210,0.4010,1173130,1116307,2648684,2785952,0.0450,10717,0,2463,13180,
1994,1,7,Connecticut,0.4980,0.4910,0.4560,1163829,1147084,2335579,2515100,0.0550,14380,53453,1146,42253,
1994,11,8,Delaware,0.3930,0.3880,0.3680,201560,199029,512941,540474,0.0260,4466,15507,1029,13249,
1994,55,9,District of Columbia,0.4520,0.4460,0.3960,186316,183649,411886,463680,0.0880,10949,0,0,10949,
1994,43,10,Florida,0.4390,0.4290,0.3820,4305340,4206659,9810247,11016840,0.0910,57168,247014,20573,201248,
1994,44,11,Georgia,,0.3100,0.2920,,1545328,4978431,5293282,0.0370,33425,140694,17505,121277,
1994,82,12,Hawaii,0.4660,0.4560,0.4180,377011,369013,808904,882189,0.0790,3333,0,0,3333,
1994,63,13,Idaho,0.5350,0.5270,0.5100,419330,413346,784076,809957,0.0280,2811,0,0,2811,
1994,21,14,Illinois,0.3940,0.3800,0.3520,3219122,3106566,8175312,8819582,0.0690,36531,0,0,36531,
1994,22,15,Indiana,0.3800,0.3640,0.3580,1609481,1543568,4235008,4315664,0.0150,15014,0,0,15014,
1994,31,16,Iowa,0.4920,0.4800,0.4690,1022372,997248,2077709,2128370,0.0160,5437,15902,3696,17084,
1994,32,17,Kansas,0.4550,0.4470,0.4340,836251,820846,1837694,1893521,0.0260,6371,0,0,6371,
1994,51,18,Kentucky,0.2920,0.2770,0.2720,827541,784299,2829881,2879413,0.0100,11066,11417,4380,21155,
1994,45,19,Louisiana,0.2940,0.2720,0.2660,893758,826837,3038660,3109456,0.0150,24063,0,0,24063,
1994,2,20,Maine,,0.5570,0.5490,,511733,918204,932164,0.0150,0,0,0,0,
1994,52,21,Maryland,0.4130,0.4050,0.3760,1437450,1410299,3480270,3751305,0.0520,20998,76940,14795,74263,
1994,3,22,Massachusetts,0.5130,0.5010,0.4670,2232186,2179945,4353287,4668100,0.0670,0,0,0,0,
1994,23,23,Michigan,0.4630,0.4510,0.4360,3177740,3089077,6856388,7081498,0.0260,40631,0,0,40631,
1994,33,24,Minnesota,0.5520,0.5450,0.5240,1794618,1772929,3253779,3385687,0.0250,4575,81972,1904,47465,
1994,46,25,Mississippi,0.3260,0.3190,0.3140,621096,608085,1903794,1935054,0.0070,10930,9042,1519,16970,
1994,34,26,Missouri,,0.4600,0.4480,,1775116,3858946,3958762,0.0130,17898,36295,12592,48638,
1994,64,27,Montana,0.5780,0.5630,0.5570,359455,350387,622246,629335,0.0080,1764,0,0,1764,
1994,35,28,Nebraska,0.5100,0.4980,0.4820,593654,579561,1164502,1201826,0.0200,2711,18639,771,12802,
1994,65,29,Nevada,0.3740,0.3690,0.3330,386582,380530,1032456,1143487,0.0840,6993,9410,3529,15227,
1994,4,30,New Hampshire,0.3850,0.3760,0.3660,319443,311882,829590,851104,0.0230,2021,0,0,2021,
1994,12,31,New Jersey,0.3950,0.3810,0.3390,2131328,2054887,5392423,6059401,0.0890,24632,125299,41802,129084,
1994,66,32,New Mexico,0.4310,0.4140,0.3910,485709,467621,1128243,1195183,0.0490,3712,8063,1078,8822,
1994,13,33,New York,0.4370,0.4270,0.3750,5325323,5203762,12192316,13861352,0.1120,66750,0,53832,120582,
1994,47,34,North Carolina,,0.3030,0.2900,,1588190,5244552,5477604,0.0260,23648,90418,20159,89016,
1994,36,35,North Dakota,0.5130,0.5040,0.4990,240430,236547,468989,473993,0.0090,563,0,0,563,
1994,24,36,Ohio,0.4350,0.4230,0.4140,3540954,3436884,8132122,8292312,0.0140,43074,0,0,43074,
1994,53,37,Oklahoma,0.4310,0.4270,0.4130,1002363,995012,2327519,2410272,0.0200,16631,28285,2604,33378,
1994,72,38,Oregon,0.5630,0.5480,0.5210,1254265,1221010,2229242,2344505,0.0460,6936,0,0,6936,
1994,14,39,Pennsylvania,,0.3960,0.3880,,3585526,9043585,9241090,0.0180,28302,0,0,28302,
1994,5,40,Rhode Island,,0.5050,0.4650,,361377,716002,776723,0.0620,2919,18179,525,12534,
1994,48,41,South Carolina,0.3570,0.3510,0.3400,951901,934886,2663830,2747987,0.0140,18999,40005,6077,45079,
1994,37,42,South Dakota,0.6130,0.6010,0.5940,318090,311613,518815,524910,0.0080,1708,0,0,1708,
1994,54,43,Tennessee,,0.3860,0.3770,,1487130,3850228,3945407,0.0140,14401,34896,9353,41202,
1994,49,44,Texas,,0.3750,0.3300,,4396242,11719888,13334014,0.0890,118195,396276,108563,424896,
1994,67,45,Utah,0.4270,0.4150,0.3980,532737,517790,1248726,1302522,0.0410,0,0,0,0,
1994,6,46,Vermont,0.5080,0.4950,0.4870,216715,211449,426953,434549,0.0170,0,0,0,0,
1994,40,47,Virginia,,0.4360,0.4130,,2057463,4718968,4983515,0.0430,26968,24089,9649,48662,
1994,73,48,Washington,0.4670,0.4580,0.4260,1733471,1700173,3715174,3994036,0.0530,10833,110279,1650,67623,
1994,56,49,West Virginia,0.3190,0.3050,0.3020,439551,420936,1379339,1392499,0.0050,1930,5992,1380,6306,
1994,25,50,Wisconsin,,0.4240,0.4120,,1565628,3692668,3801543,0.0180,10022,45901,7065,40038,
1994,68,51,Wyoming,0.6050,0.5980,0.5860,204025,201710,337032,344492,0.0120,1217,3367,313,3214,
1992,0,0,United States,0.0000,0.5810,0.5470,,104405155,179655523,190777923,0.0600,866945,1648767,491856,2183185,2417648
1992,41,1,Alabama,,0.5570,0.5450,,1688060,3030549,3096959,0.0090,17453,31188,6934,39981,
1992,81,2,Alaska,0.6710,0.6630,0.6360,261427,258506,389898,406653,0.0290,2865,3014,710,5082,
1992,61,3,Arizona,0.5670,0.5570,0.5130,1516276,1486975,2671933,2897181,0.0650,16477,34647,3588,37389,
1992,42,4,Arkansas,,0.5430,0.5310,,950653,1751083,1789420,0.0100,8285,16448,3460,19969,
1992,71,5,California,0.6160,0.6030,0.4930,11374565,11131721,18460157,22573381,0.1730,109496,0,87725,197221,
1992,62,6,Colorado,0.6400,0.6290,0.6030,1597166,1569180,2494998,2602217,0.0370,8997,0,2634,11631,
1992,1,7,Connecticut,0.6980,0.6860,0.6410,1645609,1616332,2356937,2521774,0.0510,11403,48567,483,36170,
1992,11,8,Delaware,0.5830,0.5800,0.5530,290836,289735,499266,523661,0.0220,4062,14887,1120,12626,
1992,55,9,District of Columbia,0.5420,0.5330,0.4770,231445,227572,427102,477564,0.0830,10845,0,0,10845,
1992,43,10,Florida,0.5720,0.5590,0.5020,5438612,5314392,9506230,10591116,0.0870,48302,200471,14021,162559,
1992,44,11,Georgia,,0.4850,0.4590,,2311253,4766958,5037354,0.0290,25290,153154,23020,124887,
1992,82,12,Hawaii,0.4820,0.4690,0.4300,382882,372842,795148,866114,0.0790,2926,0,0,2926,
1992,63,13,Idaho,0.6690,0.6560,0.6380,491725,482142,734855,756119,0.0250,2256,0,0,2256,
1992,21,14,Illinois,0.6360,0.6220,0.5810,5164357,5050157,8113900,8688184,0.0620,31640,0,0,31640,
1992,22,15,Indiana,0.5640,0.5540,0.5450,2347912,2305871,4162678,4230602,0.0130,13945,0,0,13945,
1992,31,16,Iowa,0.6610,0.6580,0.6450,1360856,1354607,2057690,2098809,0.0130,4518,14084,2065,13625,
1992,32,17,Kansas,0.6410,0.6390,0.6230,1161044,1157335,1810750,1857444,0.0220,6028,0,0,6028,
1992,51,18,Kentucky,,0.5380,0.5300,,1492900,2772600,2814763,0.0080,10364,10750,3684,19423,
1992,45,19,Louisiana,0.6000,0.5970,0.5840,1799596,1790017,2997301,3063068,0.0150,20980,0,0,20980,
1992,2,20,Maine,,0.7430,0.7310,,679499,915082,928998,0.0150,0,0,0,0,
1992,52,21,Maryland,0.5810,0.5770,0.5370,1999486,1985046,3440015,3695298,0.0490,19977,82948,13058,74509,
1992,3,22,Massachusetts,0.6490,0.6380,0.5980,2822962,2773700,4346897,4640629,0.0630,0,0,0,0,
1992,23,23,Michigan,0.6400,0.6300,0.6110,4341909,4274673,6786593,6990822,0.0240,39113,0,0,39113,
1992,33,24,Minnesota,0.7390,0.7370,0.7120,2355796,2347948,3187255,3298080,0.0210,3822,72938,1901,42192,
1992,46,25,Mississippi,0.5430,0.5290,0.5220,1008019,981793,1854797,1882100,0.0060,8905,8031,2357,15278,
1992,34,26,Missouri,,0.6310,0.6160,,2391565,3792675,3880005,0.0110,16195,32692,11671,44212,
1992,64,27,Montana,0.7040,0.6920,0.6850,417564,410611,593345,599859,0.0080,1548,0,0,1548,
1992,35,28,Nebraska,0.6480,0.6420,0.6260,744548,737546,1149525,1178965,0.0160,2514,15386,697,10904,
1992,65,29,Nevada,0.5460,0.5390,0.4930,513387,506318,940066,1028056,0.0720,6049,8533,3246,13562,
1992,4,30,New Hampshire,0.6700,0.6610,0.6450,545197,537943,814160,833997,0.0220,1777,0,0,1777,
1992,12,31,New Jersey,0.6200,0.6190,0.5570,3348312,3343594,5398559,6000364,0.0810,22653,108093,36120,112820,
1992,66,32,New Mexico,0.5500,0.5310,0.5040,590901,569986,1073421,1131081,0.0440,3271,6921,1331,8063,
1992,13,33,New York,0.5780,0.5660,0.5020,7068630,6926925,12227775,13799670,0.1060,61736,0,50004,111740,
1992,47,34,North Carolina,,0.5140,0.4970,,2611850,5077494,5259564,0.0200,20454,86371,14415,78055,
1992,36,35,North Dakota,0.6810,0.6660,0.6600,315199,308133,462631,467130,0.0090,477,0,0,477,
1992,24,36,Ohio,0.6250,0.6130,0.6020,5043094,4939967,8063595,8208502,0.0130,38378,0,0,38378,
1992,53,37,Oklahoma,0.6350,0.6060,0.5880,1455635,1390359,2293931,2366029,0.0180,14821,25902,2758,30530,
1992,72,38,Oregon,0.6990,0.6820,0.6530,1498959,1462643,2144867,2241507,0.0400,6583,0,0,6583,
1992,14,39,Pennsylvania,,0.5490,0.5390,,4949810,9010940,9188416,0.0170,24974,0,0,24974,
1992,5,40,Rhode Island,,0.6280,0.5820,,453471,721593,779266,0.0600,2775,15585,483,11051,
1992,48,41,South Carolina,0.4730,0.4610,0.4480,1234712,1202527,2610725,2683852,0.0120,18643,35587,5325,41762,
1992,37,42,South Dakota,,0.6670,0.6610,,336254,503759,508841,0.0070,1487,0,0,1487,
1992,54,43,Tennessee,,0.5320,0.5200,,1982638,3726024,3811036,0.0110,11849,38614,11819,42975,
1992,49,44,Texas,,0.5420,0.4830,,6154018,11356487,12747860,0.0810,60467,360702,121141,361959,
1992,67,45,Utah,0.6750,0.6400,0.6180,784988,743999,1162363,1203861,0.0340,0,0,0,0,
1992,6,46,Vermont,0.6970,0.6900,0.6790,292797,289701,419810,426860,0.0170,0,0,0,0,
1992,40,47,Virginia,,0.5540,0.5270,,2558665,4622125,4856799,0.0390,21199,23510,11372,44326,
1992,73,48,Washington,0.6500,0.6400,0.5980,2324907,2288230,3575852,3827227,0.0470,9959,103837,7850,69728,
1992,56,49,West Virginia,,0.5010,0.4960,,683762,1365368,1377282,0.0050,1674,5688,988,5506,
1992,25,50,Wisconsin,,0.6990,0.6820,,2531114,3619273,3712414,0.0160,8191,40424,5560,33963,
1992,68,51,Wyoming,0.6280,0.6190,0.6060,203602,200617,324253,331170,0.0110,1063,3310,404,3122,
1990,0,0,United States,0.0000,0.3840,0.3650,,67859189,176629259,186158841,0.0550,761106,1489999,395140,1901246,2659455
1990,41,1,Alabama,,0.4110,0.4040,,1215889,2956385,3012797,0.0070,15665,27686,5970,35478,
1990,81,2,Alaska,0.5420,0.5340,0.5130,197540,194750,364419,379863,0.0280,2622,3599,568,4990,
1990,61,3,Arizona,0.4340,0.4180,0.3900,1094735,1055406,2523614,2705468,0.0550,14861,30397,2711,32771,
1990,42,4,Arkansas,,0.4070,0.3990,,696209,1710799,1742746,0.0070,7322,15983,3971,19285,
1990,71,5,California,0.4350,0.4240,0.3490,7899131,7699420,18156500,22061053,0.1700,97309,0,67562,164871,
1990,62,6,Colorado,0.4420,0.4320,0.4180,1046139,1022027,2366650,2447513,0.0290,7671,0,2396,10067,
1990,1,7,Connecticut,0.4860,0.4790,0.4500,1159361,1141101,2383795,2538398,0.0470,10500,46640,291,34111,
1990,11,8,Delaware,0.3780,0.3700,0.3550,183977,180152,486760,507016,0.0190,3471,12223,1283,10866,
1990,55,9,District of Columbia,0.3890,0.3830,0.3450,171677,169066,441742,489808,0.0780,9947,0,0,9947,
1990,43,10,Florida,,0.3860,0.3480,,3530871,9145312,10137720,0.0830,44387,210781,2064,151842,
1990,44,11,Georgia,,0.3160,0.3020,,1449652,4588953,4803269,0.0210,22411,134840,22646,112477,
1990,82,12,Hawaii,0.4590,0.4540,0.4170,354144,349666,770836,838633,0.0780,2533,0,0,2533,
1990,63,13,Idaho,0.4760,0.4650,0.4530,328340,320610,690154,707535,0.0220,1961,0,0,1961,
1990,21,14,Illinois,0.4260,0.4060,0.3820,3420720,3257410,8029525,8535069,0.0560,27516,0,0,27516,
1990,22,15,Indiana,0.3840,0.3680,0.3630,1566371,1502687,4080236,4135602,0.0100,12736,0,0,12736,
1990,31,16,Iowa,0.4950,0.4840,0.4760,1004908,983933,2030935,2065490,0.0100,3967,13895,2111,13026,
1990,32,17,Kansas,0.4520,0.4410,0.4320,805251,786096,1783412,1821368,0.0180,5775,0,0,5775,
1990,51,18,Kentucky,,0.3360,0.3320,,916010,2722356,2755670,0.0060,9023,7482,3183,15947,
1990,45,19,Louisiana,,0.4720,0.4620,,1396113,2959148,3020682,0.0140,18599,0,0,18599,
1990,2,20,Maine,,0.5730,0.5650,,522181,910982,924839,0.0150,0,0,0,0,
1990,52,21,Maryland,0.3450,0.3270,0.3060,1170867,1111088,3397126,3632477,0.0450,17848,82898,11192,70489,
1990,3,22,Massachusetts,0.5530,0.5340,0.5030,2424579,2341990,4384671,4660342,0.0590,0,0,0,0,
1990,23,23,Michigan,0.3950,0.3830,0.3730,2641649,2564563,6693069,6872954,0.0210,34267,0,0,34267,
1990,33,24,Minnesota,0.5880,0.5760,0.5600,1843104,1806777,3136830,3225335,0.0170,3176,59323,1873,34711,
1990,46,25,Mississippi,,0.2020,0.1990,,368502,1824156,1850099,0.0050,8375,8221,3478,15964,
1990,34,26,Missouri,,0.3620,0.3540,,1352552,3740308,3821136,0.0090,14943,42322,9196,45300,
1990,64,27,Montana,0.5700,0.5570,0.5510,326652,319336,573045,579158,0.0080,1425,0,0,1425,
1990,35,28,Nebraska,0.5340,0.5250,0.5140,604195,593828,1131746,1154859,0.0110,2403,14654,632,10362,
1990,65,29,Nevada,0.3800,0.3740,0.3460,325959,320743,858018,926572,0.0610,5322,7700,2850,12022,
1990,4,30,New Hampshire,0.3780,0.3620,0.3540,307700,294819,814549,832887,0.0200,1342,0,0,1342,
1990,12,31,New Jersey,0.3680,0.3570,0.3260,1998894,1938454,5429251,5951541,0.0740,21128,72341,23298,80597,
1990,66,32,New Mexico,0.4180,0.4000,0.3820,429509,411236,1026902,1076522,0.0390,3187,6294,1224,7558,
1990,13,33,New York,0.3500,0.3310,0.2950,4290261,4056896,12271903,13742688,0.1000,54895,0,42837,97732,
1990,47,34,North Carolina,,0.4190,0.4080,,2069585,4938968,5073437,0.0130,18411,77829,9883,67209,
1990,36,35,North Dakota,0.5200,0.5070,0.5020,240301,233973,461711,465851,0.0080,483,0,0,483,
1990,24,36,Ohio,0.4540,0.4360,0.4290,3620469,3477650,7975680,8103382,0.0120,31822,0,0,31822,
1990,53,37,Oklahoma,0.4130,0.4050,0.3940,929639,911314,2251719,2313340,0.0150,12285,24411,3236,27727,
1990,72,38,Oregon,0.5510,0.5410,0.5210,1133125,1112847,2057833,2137314,0.0340,6492,0,0,6492,
1990,14,39,Pennsylvania,,0.3410,0.3350,,3052760,8962083,9120122,0.0150,22290,0,0,22290,
1990,5,40,Rhode Island,0.5170,0.5020,0.4660,375188,364052,725084,780448,0.0580,2392,15366,321,10396,
1990,48,41,South Carolina,0.3130,0.3000,0.2930,793614,760965,2537384,2598170,0.0090,17319,32287,3543,37006,
1990,37,42,South Dakota,,0.5230,0.5190,,258976,494849,499072,0.0060,1341,0,0,1341,
1990,54,43,Tennessee,,0.2180,0.2140,,790441,3624940,3693970,0.0080,10388,32719,11327,38075,
1990,49,44,Texas,,0.3530,0.3180,,3892746,11034190,12232761,0.0720,50042,308357,109726,313947,
1990,67,45,Utah,0.4220,0.4070,0.3960,457983,442213,1086050,1116922,0.0280,0,0,0,0,
1990,6,46,Vermont,0.5230,0.5090,0.5010,217384,211422,415564,422130,0.0160,0,0,0,0,
1990,40,47,Virginia,,0.2550,0.2450,,1152854,4512504,4715129,0.0350,17593,21303,9048,37293,
1990,73,48,Washington,0.3980,0.3840,0.3610,1362651,1313217,3421256,3634031,0.0420,7995,84817,9615,60019,
1990,56,49,West Virginia,,0.3000,0.2980,,404305,1347723,1358773,0.0040,1565,5059,1000,5095,
1990,25,50,Wisconsin,,0.3900,0.3810,,1379727,3541548,3617625,0.0140,7465,29370,4099,26249,
1990,68,51,Wyoming,0.5250,0.5120,0.5020,164309,160109,312961,319255,0.0110,1110,2980,313,2913,
1988,0,0,United States,0.0000,0.5280,0.5030,,91594691,173579281,181955484,0.0510,616785,1319935,317223,1593976,2527370
1988,41,1,Alabama,,0.4750,0.4670,,1378476,2901744,2949934,0.0060,12610,25301,4701,29962,
1988,81,2,Alaska,0.5730,0.5640,0.5420,203433,200116,355023,369260,0.0260,2588,2994,498,4583,
1988,61,3,Arizona,0.4910,0.4770,0.4490,1204169,1171873,2454254,2609995,0.0500,12095,25446,1669,26487,
1988,42,4,Arkansas,,0.4900,0.4820,,827738,1689491,1717388,0.0060,5519,15931,3840,17325,
1988,71,5,California,0.5750,0.5570,0.4650,10194539,9887065,17738700,21249801,0.1590,76171,0,49364,125535,
1988,62,6,Colorado,0.6080,0.5900,0.5730,1416265,1372394,2327768,2396786,0.0260,5765,0,1743,7508,
1988,1,7,Connecticut,0.6140,0.6070,0.5720,1461962,1443394,2379699,2525021,0.0450,8005,46086,371,31419,
1988,11,8,Delaware,0.5400,0.5290,0.5100,254973,249891,472441,489696,0.0170,3197,9576,1093,9078,
1988,55,9,District of Columbia,0.4350,0.4250,0.3840,197135,192877,453636,502362,0.0720,8831,0,3949,12780,
1988,43,10,Florida,,0.4900,0.4460,,4302313,8777510,9651236,0.0780,34732,165475,2562,120032,
1988,44,11,Georgia,,0.4060,0.3910,,1809672,4459739,4631342,0.0170,18787,121559,11308,90875,
1988,82,12,Hawaii,0.4980,0.4790,0.4410,368567,354461,739890,803568,0.0760,2300,0,0,2300,
1988,63,13,Idaho,0.6310,0.6130,0.5990,421213,408968,667345,682522,0.0200,1581,0,0,1581,
1988,21,14,Illinois,0.5910,0.5730,0.5420,4697192,4559120,7950848,8410414,0.0520,21081,0,0,21081,
1988,22,15,Indiana,0.5560,0.5430,0.5360,2222811,2168621,3996319,4045785,0.0090,11406,0,0,11406,
1988,31,16,Iowa,0.6140,0.6060,0.5970,1240854,1225614,2021793,2052326,0.0090,3034,13099,1945,11529,
1988,32,17,Kansas,,0.5600,0.5490,,993044,1774451,1808604,0.0160,5817,0,0,5817,
1988,51,18,Kentucky,,0.4930,0.4880,,1322517,2680364,2709782,0.0060,7119,7398,3443,14261,
1988,45,19,Louisiana,,0.5540,0.5420,,1628202,2941023,3005785,0.0140,16242,0,7387,23629,
1988,2,20,Maine,,0.6250,0.6150,,555035,888612,901850,0.0150,0,0,0,0,
1988,52,21,Maryland,0.5250,0.5160,0.4850,1747350,1714358,3325582,3535730,0.0420,14276,78619,9225,62811,
1988,3,22,Massachusetts,0.6130,0.6000,0.5670,2689857,2632801,4385728,4642061,0.0550,0,0,0,0,
1988,23,23,Michigan,0.5670,0.5550,0.5420,3745751,3669163,6608812,6773776,0.0200,27612,0,0,27612,
1988,33,24,Minnesota,0.6880,0.6790,0.6620,2125119,2096790,3087194,3166668,0.0150,2799,56901,1639,32889,
1988,46,25,Mississippi,,0.5200,0.5130,,931527,1792847,1815826,0.0050,7384,6854,3177,13988,
1988,34,26,Missouri,,0.5660,0.5550,,2093713,3696905,3769751,0.0090,12176,42728,7207,40747,
1988,64,27,Montana,0.6670,0.6440,0.6370,378981,365674,568014,573791,0.0080,1272,0,0,1272,
1988,35,28,Nebraska,0.6030,0.5880,0.5780,678669,661465,1125252,1144305,0.0090,2156,11411,447,8309,
1988,65,29,Nevada,0.4610,0.4560,0.4250,354261,350067,768131,823940,0.0550,4881,7032,2100,10497,
1988,4,30,New Hampshire,0.5780,0.5640,0.5520,462503,451074,800468,817358,0.0190,1019,0,0,1019,
1988,12,31,New Jersey,0.5710,0.5700,0.5250,3102502,3099553,5435008,5904776,0.0690,16936,57903,18463,64351,
1988,66,32,New Mexico,0.5340,0.5200,0.4980,535694,521287,1002876,1046754,0.0360,2825,5312,1230,6711,
1988,13,33,New York,0.5400,0.5270,0.4750,6636310,6485683,12300666,13659215,0.0940,44560,0,33962,78522,
1988,47,34,North Carolina,,0.4450,0.4350,,2134370,4794041,4903045,0.0110,17078,67164,6191,56851,
1988,36,35,North Dakota,0.6620,0.6370,0.6320,309100,297261,466684,470652,0.0070,466,0,0,466,
1988,24,36,Ohio,0.5730,0.5580,0.5500,4505284,4393585,7869099,7986220,0.0110,26462,0,0,26462,
1988,53,37,Oklahoma,0.5310,0.5210,0.5090,1192815,1171036,2245785,2300258,0.0130,10448,23341,1455,23574,
1988,72,38,Oregon,0.6230,0.6060,0.5850,1235199,1201694,1982355,2055379,0.0310,5991,0,3790,9781,
1988,14,39,Pennsylvania,,0.5100,0.5020,,4536251,8892826,9037056,0.0140,17900,0,0,17900,
